HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,Month,Day,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT,SPECIES_CODE,SEX,LENGTH,LENGTH_1MM,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,CALCULATED_WEIGHT_1MM,WEIGHT,SAMPLING_FACTOR
-17395,94,201702,43,3,6.21,8222017,8,22,1624,0.521,2.752,14.082,Y,2.265,64.32803,-164.53456,CC-06,13,15,13.6,12.9,91,44,15,1,0.011298761,69322,,,,,,,,,,,,,,,0,,
-17449,94,201702,44,3,0,8232017,8,23,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,20.4,20,2,,,,,5.7,,,,,5.239511748,4.923509798,6,1
-17449,94,201702,44,3,0,8232017,8,23,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,95.2,95,3,,,,,30.6,,,,,662.0100244,657.6509473,,1
-17449,94,201702,44,3,0,8232017,8,23,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,70.8,70,3,,,,,20.8,,,,,261.1424172,251.9847467,,1
-17449,94,201702,44,3,0,8232017,8,23,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,43.2,43,2,,,,,14.8,,,,,55.32300304,54.52240991,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,101.1,101,2,,,,,,,,,,799.6464485,797.1644531,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,119.2,119,3,,,,,43.8,,,,,1341.473941,1334.416135,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,120.7,120,3,,,,,41,,,,,1395.220574,1369.959684,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,114.9,114,4,,,,,39.3,,,,,1195.249039,1166.084951,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,134.5,134,4,,,,,38.5,,,,,1960.346016,1937.544433,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,72.3,72,3,,,,,22.4,,,,,278.9198289,275.3003519,288,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,122.2,122,3,,,,,41.7,,,,,1450.41668,1442.972713,1732,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,104.9,104,3,,,,,34.6,,,,,897.9161721,873.937659,1192,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,92.8,92,3,,,,,31.7,,,,,610.9847921,594.5912543,668,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,2,66.9,66,2,0,0,0,,,,,,,209.1764271,200.4996106,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,78.5,78,2,,,,,,,,,,361.1798593,354.0023563,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,95.8,95,2,,,,,,,,,,675.2053678,657.6509473,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,111.6,111,1,,,,,,,,,,1090.692185,1072.377419,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,93,93,3,,,,,,,,,,615.1307828,615.1307828,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,96.6,96,3,,,,,,,,,,693.0765144,679.6433435,,1
-17450,94,201702,45,3,0,8232017,8,23,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,112.1,112,3,,,,,,,,,,1106.116431,1103.019764,,1
-17451,94,201702,46,3,0,8232017,8,23,1314,0.53,2.804,14.952,Y,2.264,64.33107,-166.05974,CC-04,21,23,11.3,5.2,137,44,15,1,0.012223493,69322,1,82.2,82,2,,,,,25.2,,,,,417.4043706,414.2223901,,1
-17401,94,201702,47,3,0,8242017,8,24,859,0.529,2.757,15.066,Y,2.254,64.3323,-165.33609,CC-05,23,25,12.4,8.4,137,44,15,1,0.01211024,69322,1,114.1,114,4,,,,,,,,,,1169.301182,1166.084951,,1
-17402,94,201702,48,3,0,8242017,8,24,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,94.7,94,2,,,,,28.3,,,,,651.1490797,636.148722,522,1
-17402,94,201702,48,3,0,8242017,8,24,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,97,97,4,,,,,34.1,,,,,702.1318037,702.1318037,,1
-17402,94,201702,48,3,0,8242017,8,24,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,72,72,2,,,,,26,,,,,275.3003519,275.3003519,292,1
-17402,94,201702,48,3,0,8242017,8,24,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,114.6,114,4,,,,,38,,,,,1185.473084,1166.084951,,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,79.3,79,2,,,,,24.8,,,,,372.8691775,368.4559273,440,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,69.7,69,2,,,,,19.2,,,,,248.6078524,240.8486497,254,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,88.1,88,2,,,,,27.5,,,,,518.9481839,517.1000462,506,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,133.1,133,2,,,,,43.8,,,,,1896.958343,1892.484873,1832,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,2,74.9,74,2,0,0,0,,,,,,,297.8220246,286.7706734,,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,124.6,124,4,,,,,41.1,,,,,1541.79673,1518.594288,,1
-17403,94,201702,49,3,6.21,8242017,8,24,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,92.3,92,2,,,,,23.2,,,,,600.703229,594.5912543,560,1
-17404,94,201702,50,3,0,8242017,8,24,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,2,75.6,75,2,0,0,0,,,,,,,306.6152027,299.0675496,,1
-17404,94,201702,50,3,0,8242017,8,24,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,2,70.2,70,2,2,1,5,,,,,,,300.5607597,298.2832177,,1
-17404,94,201702,50,3,0,8242017,8,24,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,1,119.6,119,1,,,,,,,,,,1355.665811,1334.416135,,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,126.4,126,2,,,,,43.9,,,,,1612.852267,1596.873273,1350,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,112.9,112,2,,,,,35,,,,,1131.103425,1103.019764,1112,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,118.6,118,2,,,,,29.6,,,,,1320.376538,1299.506451,1096,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,116.9,116,3,,,,,40.9,,,,,1261.83066,1231.564379,1228,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,116.6,116,4,,,,,,,,,,1251.686218,1231.564379,,1
-17405,94,201702,51,3,0,8252017,8,25,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,120.1,120,4,,,,,35.8,,,,,1373.549135,1369.959684,,1
-17406,94,201702,52,3,0,8252017,8,25,1132,0.525,2.991,16.466,Y,1.957,63.66339,-166.80781,AA-03,27,29,11.1,4.7,137,44,15,1,0.014358946,69322,,,,,,,,,,,,,,,0,,
-17407,94,201702,53,3,0,8252017,8,25,1446,0.527,2.975,15.852,Y,2.248,63.30944,-166.78954,ZZ-03,24,26,9.8,6.7,137,44,15,1,0.013749569,69322,,,,,,,,,,,,,,,0,,
-17408,162,201702,58,3,6.41,8242017,8,24,1829,0.29,1.559,15.622,Y,2.994,64.32386,-167.57616,CC-02,28,31,9.9,3.8,137,44,15,1,0.007100694,69322,,,,,,,,,,,,,,,0,,
-17409,162,201702,59,3,0,8252017,8,25,817,0.522,2.895,15.543,Y,2.738,64.70436,-167.60711,DD-02,27,30,7.9,4.7,137,44,15,1,0.013119022,69322,,,,,,,,,,,,,,,0,,
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,84.2,84,1,,,,,,,,,,450.1459839,446.7957084,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,36.6,36,2,,,,,,,,,,32.86406933,31.20117908,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,42.3,42,2,,,,,,,,,,51.78253862,50.63761384,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,34.5,34,2,,,,,,,,,,27.29659369,26.07305006,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.9,37,2,,,,,,,,,,36.67229336,34.00559991,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,38.7,38,2,,,,,,,,,,39.15935075,36.97711048,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,39.5,39,2,,,,,,,,,,41.75897085,40.12087466,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,33.2,33,2,,,,,,,,,,24.1940084,23.73911449,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,30.1,30,2,,,,,,,,,,17.78182165,17.59690404,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,44,44,2,,,,,,,,,,58.60555946,58.60555946,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.2,37,2,,,,,,,,,,34.58636988,34.00559991,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,33.8,33,2,,,,,,,,,,25.59428843,23.73911449,26,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,34.7,34,2,,,,,,,,,,27.79677403,26.07305006,26,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,37.7,37,2,0,0,0,,,,,,,34.78456267,32.80395104,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,35.3,35,2,0,0,0,,,,,,,28.31596321,27.57001909,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,31.9,31,2,0,0,0,,,,,,,20.6277212,18.86139983,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,30.5,30,2,0,0,0,,,,,,,17.92605611,17.02277875,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.1,37,2,,,,,,,,,,34.29514687,34.00559991,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,39.2,39,2,,,,,,,,,,40.77075372,40.12087466,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,44.7,44,2,,,,,,,,,,61.58460766,58.60555946,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,30.7,30,2,,,,,,,,,,18.91922699,17.59690404,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,40.3,40,2,,,,,,,,,,44.47381324,43.44207559,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,28.4,28,2,0,0,0,,,,,,,14.34088604,13.71850577,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,33.4,33,2,0,0,0,,,,,,,23.81617794,22.93532784,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,30.8,30,2,0,0,0,,,,,,,18.48337642,17.02277875,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,29.2,29,2,0,0,0,,,,,,,15.64275508,15.31005515,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,32,32,2,0,0,0,,,,,,,20.83066184,20.83066184,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,35.6,35,2,0,0,0,,,,,,,29.07552016,27.57001909,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,42.3,42,2,0,0,0,,,,,,,49.86332941,48.76548192,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,80.5,80,2,0,0,0,,,,,,,373.1692261,365.9669836,,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,26.6,26,2,0,0,0,,,,,,,11.68495994,10.88014133,12,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,45,45,2,0,0,0,,,,,,,60.51125564,60.51125564,50,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,35.1,35,2,0,0,0,,,,,,,27.81716265,27.57001909,26,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,34.5,34,2,0,0,0,,,,,,,26.35667543,25.18018001,26,1
-17410,162,201702,60,3,0,8252017,8,25,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,39.4,39,2,0,0,0,,,,,,,39.93026047,38.67588383,36,1
-17411,162,201702,61,3,0,8252017,8,25,1640,0.522,2.919,14.458,Y,2.831,65.25698,-167.86932,FF-02,30,33,7.3,3.4,137,44,15,2,0.012304397,69322,1,71.2,71,2,,,,,,,,,,265.8051765,263.4667655,,1
-17411,162,201702,61,3,0,8252017,8,25,1640,0.522,2.919,14.458,Y,2.831,65.25698,-167.86932,FF-02,30,33,7.3,3.4,137,44,15,2,0.012304397,69322,1,53.3,53,2,,,,,,,,,,107.0365091,105.1553712,104,1
-17411,162,201702,61,3,0,8252017,8,25,1640,0.522,2.919,14.458,Y,2.831,65.25698,-167.86932,FF-02,30,33,7.3,3.4,137,44,15,2,0.012304397,69322,2,52.6,52,2,0,0,0,,,,,,,98.58886059,95.11370907,,1
-17428,162,201702,73,3,0,8282017,8,28,1128,0.519,2.88,13.393,Y,4.599,64.02824,-167.56579,BB-02,32,37,7.8,4.8,137,44,15,2,0.011245749,69322,1,117.9,117,3,,,,,,,,,,1296.050111,1265.224555,,1
-17429,162,201702,74,3,0,8282017,8,28,1420,0.527,2.971,14.052,Y,2.642,63.66578,-167.52785,AA-02,26,29,9.6,5.8,137,44,15,2,0.012171913,69322,1,142.3,142,2,,,,,,,,,,2340.134437,2324.671547,2308,1
-17433,162,201702,78,3,0,8292017,8,29,1539,0.516,2.872,14.648,Y,2.879,63.33061,-167.50802,ZZ-02,30,33,10.4,6.4,137,44,15,1,0.012265374,69322,,,,,,,,,,,,,,,0,,
-17434,162,201702,79,3,0,8292017,8,29,1821,0.513,2.884,14.791,Y,2.778,62.99925,-167.48401,Y-02,31,34,9.6,6.7,137,44,15,1,0.012436862,69322,,,,,,,,,,,,,,,0,,
-17437,162,201702,82,3,0,8312017,8,31,1614,0.521,2.876,14.666,Y,2.991,62.66205,-167.4697,X-02,25,28,9,7.6,137,44,15,1,0.01229755,69322,,,,,,,,,,,,,,,0,,
-17438,162,201702,83,3,0,8312017,8,31,1852,0.519,2.871,14.603,Y,2.993,62.33883,-167.43722,W-02,24,27,8.9,8.4,137,44,15,1,0.012223436,69322,,,,,,,,,,,,,,,0,,
-17441,162,201702,84,3,0,9012017,9,1,840,0.524,2.942,15.145,Y,3,62.00017,-167.4425,V-02,23,26,9.4,7.9,137,44,15,1,0.012990623,69322,,,,,,,,,,,,,,,0,,
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,131.6,131,4,,,,,,,,,,1830.609138,1804.518565,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,130.4,130,4,,,,,,,,,,1778.682628,1761.599478,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,111,111,3,,,,,,,,,,1072.377419,1072.377419,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,83.5,83,2,,,,,,,,,,438.4944581,430.2989699,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,73.8,73,2,,,,,,,,,,297.5048222,287.4911629,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,71.8,71,2,,,,,20.4,,,,,272.9052378,263.4667655,256,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,1,100.3,100,2,,,,,31.2,,,,,779.937337,772.6326313,676,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,2,61.8,61,2,0,0,0,,,,,,,163.2274927,156.708781,,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,2,46.2,46,2,0,0,0,,,,,,,65.70327511,64.81768251,64,1
-19508,94,201902,10,3,0,8042019,8,4,1109,0.518,2.69,14.8,Y,2.722,64.331,-165.33186,CC-05,22,25,12.9,12.7,137,44,15,1,0.011607322,69322,2,69.4,69,2,0,0,1,,,,,,,234.6127266,230.4088782,242,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,103.7,103,2,,,,,25.9,,,,,866.042869,847.8110186,730,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,85.1,85,2,,,,,26.2,,,,,465.4343059,463.7183883,506,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,83.5,83,2,,,,,24.1,,,,,438.4944581,430.2989699,370,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,80.2,80,2,,,,,20.6,,,,,386.324927,383.3066265,336,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,76.4,76,2,,,,,22.6,,,,,331.6883658,326.2636806,308,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,65.9,65,2,0,0,0,,,,,,,199.5509083,191.1495916,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,65.8,65,2,0,0,0,,,,,,,198.6052645,191.1495916,,1
