HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT_VARIABLE,AREA_SWEPT_FIXED,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,WEIGHT,SAMPLING_FACTOR
965776,88,199901,179,3,0,7101999,655,0.5,2.808,17.264,Y,,60.00474,-175.24385,P-28,117,117,7,1.2,366,44,15,2,0.014133723,0.012476711,69323,,,,,,,,,,,,,,,
965774,88,199901,180,3,0,7101999,934,0.49,2.825,16.945,Y,2.032,59.66317,-175.10741,O-28,121,123,6.7,1.3,411,44,15,2,0.01395655,0.012552246,69323,,,,,,,,,,,,,,,
965783,88,199901,183,3,3.13,7101999,1706,0.49,2.755,16.87,Y,2.163,59.33362,-175.08586,N-28,134,134,7.3,,411,44,15,1,0.013550481,0.012241217,69323,,,,,,,,,,,,,,,
965787,88,199901,188,3,0,7111999,1654,0.5,2.793,17.389,Y,2.085,59.00726,-174.98005,M-28,130,130,7.4,,411,44,15,1,0.014160011,0.012410062,69323,,,,,,,,,,,,,,,
965649,89,199901,123,3,5.2,6221999,631,0.5,2.676,20.31,Y,2.248,60.66419,-171.42186,R-22,60,62,3.9,,229,44,15,1,0.015845796,0.011890199,69323,,,,,,,,,,,,,,,
965650,89,199901,124,3,5.2,6221999,909,0.5,2.861,21.127,Y,2.025,60.66539,-172.12535,R-23,61,63,3.4,-1.7,229,44,15,1,0.017622752,0.012712204,69323,,,,,,,,,,,,,,,
965651,89,199901,125,3,0,6221999,1134,0.52,2.906,17.066,Y,2.558,60.65356,-172.74685,R-24,44,47,3.2,-0.1,183,44,15,1,0.014459237,0.012912151,69323,1,91,2,,,,,,,,,,613.4156496,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,137,3,,,,,,,,,,2186.916096,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,102,2,,,,,,,,,,874.4637473,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,97,2,,,,,,,,,,748.0272264,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,114,2,,,,,,,,,,1235.46965,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,101,2,,,,,,,,,,848.0996974,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,71,2,,,,,,,,,,283.6977591,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,88,2,,,,,,,,,,552.73709,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,121,2,,,,,,,,,,1486.780796,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,80,2,,,,,,,,,,411.059789,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,70,2,,,,,,,,,,271.4656307,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,82,2,,,,,,,,,,443.8392843,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,1,93,1,,,,,,,,,,656.2831571,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,2,79,2,0,0,0,,,,,,,419.3083908,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,2,58,2,0,0,0,,,,,,,207.9225541,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,2,79,2,0,0,0,,,,,,,419.3083908,,1
965673,89,199901,126,3,5.41,6231999,626,0.53,2.922,18.224,Y,2.575,60.30015,-173.3784,Q-25,62,65,3.8,-1.3,229,44,15,1,0.01552537,0.012983244,69323,2,78,2,0,0,0,,,,,,,407.356644,,1
965652,89,199901,128,3,0,6231999,1107,0.53,2.888,19.36,Y,1.948,60.11679,-173.76785,QP2625,86,88,4.3,-0.1,274,44,15,1,0.016301238,0.012832173,69323,,,,,,,,,,,,,,,
965653,89,199901,130,3,5,6231999,1714,0.54,2.953,19.061,Y,2.053,59.81725,-173.57331,PO2625,94,96,4.5,0.2,320,44,15,2,0.016410702,0.013120985,69323,1,132,1,,,,,,,,,,1948.327552,,1
965653,89,199901,130,3,5,6231999,1714,0.54,2.953,19.061,Y,2.053,59.81725,-173.57331,PO2625,94,96,4.5,0.2,320,44,15,2,0.016410702,0.013120985,69323,1,136,2,,,,,,,,,,2137.69728,,1
965653,89,199901,130,3,5,6231999,1714,0.54,2.953,19.061,Y,2.053,59.81725,-173.57331,PO2625,94,96,4.5,0.2,320,44,15,2,0.016410702,0.013120985,69323,1,111,2,,,,,,,,,,1137.222316,,1
965653,89,199901,130,3,5,6231999,1714,0.54,2.953,19.061,Y,2.053,59.81725,-173.57331,PO2625,94,96,4.5,0.2,320,44,15,2,0.016410702,0.013120985,69323,1,106,2,,,,,,,,,,985.4827775,,1
965653,89,199901,130,3,5,6231999,1714,0.54,2.953,19.061,Y,2.053,59.81725,-173.57331,PO2625,94,96,4.5,0.2,320,44,15,2,0.016410702,0.013120985,69323,1,102,1,,,,,,,,,,874.4637473,,1
965654,89,199901,131,3,0,6241999,636,0.53,2.971,18.914,Y,2.052,59.64969,-173.24131,O-25,95,97,4.3,0.1,320,44,15,2,0.016383401,0.013200964,69323,1,146,3,,,,,,,,,,2664.955784,,1
965654,89,199901,131,3,0,6241999,636,0.53,2.971,18.914,Y,2.052,59.64969,-173.24131,O-25,95,97,4.3,0.1,320,44,15,2,0.016383401,0.013200964,69323,1,132,3,,,,,,,,,,1948.327552,,1
965654,89,199901,131,3,0,6241999,636,0.53,2.971,18.914,Y,2.052,59.64969,-173.24131,O-25,95,97,4.3,0.1,320,44,15,2,0.016383401,0.013200964,69323,1,149,2,,,,,,,,,,2838.813204,,1
965654,89,199901,131,3,0,6241999,636,0.53,2.971,18.914,Y,2.052,59.64969,-173.24131,O-25,95,97,4.3,0.1,320,44,15,2,0.016383401,0.013200964,69323,1,144,3,,,,,,,,,,2553.153942,,1
965678,89,199901,132,3,0,6241999,902,0.55,3.082,19.044,Y,2.022,59.49461,-173.4516,ON2625,101,103,4.5,0.4,320,44,15,2,0.017112318,0.013694168,69323,1,134,4,,,,,,,,,,2041.523616,,1
965678,89,199901,132,3,0,6241999,902,0.55,3.082,19.044,Y,2.022,59.49461,-173.4516,ON2625,101,103,4.5,0.4,320,44,15,2,0.017112318,0.013694168,69323,1,127,2,,,,,,,,,,1728.041942,,1
965655,89,199901,133,3,0,6241999,1123,0.54,3.101,19.19,Y,1.946,59.47296,-172.9384,ON2524,93,95,4.4,0.1,320,44,15,2,0.017349812,0.01377859,69323,1,125,2,,,,,,,,,,1644.88083,,1
965656,89,199901,134,3,0,6241999,1331,0.51,2.804,19.149,Y,2.043,59.33984,-173.13045,N-25,98,100,4.5,0.4,320,44,15,2,0.015654606,0.012458938,69323,1,107,3,,,,,,,,,,1014.658171,,1
965656,89,199901,134,3,0,6241999,1331,0.51,2.804,19.149,Y,2.043,59.33984,-173.13045,N-25,98,100,4.5,0.4,320,44,15,2,0.015654606,0.012458938,69323,1,134,2,,,,,,,,,,2041.523616,,1
965657,89,199901,135,3,0,6241999,1616,0.52,2.981,19.427,Y,2.028,59.30245,-172.49146,N-24,87,89,4.4,-0.5,320,44,15,1,0.016884405,0.013245397,69323,1,145,1,,,,,,,,,,2608.648691,,1
965671,89,199901,136,3,0,6251999,636,0.49,2.778,18.587,Y,2.151,58.99678,-172.5702,M-24,96,98,4.6,,320,44,15,2,0.015054266,0.012343413,69323,,,,,,,,,,,,,,,
965658,89,199901,137,3,0,6251999,845,0.55,3.018,19.142,Y,1.915,58.97029,-173.0577,M-25,103,105,5.4,,366,44,15,2,0.016843199,0.013409798,69323,,,,,,,,,,,,,,,
965692,89,199901,157,3,0,7041999,1241,0.37,2.203,19.213,Y,1.848,59.01183,-174.3713,M-27,124,126,6.2,1.6,411,44,15,2,0.012340357,0.009788531,69323,,,,,,,,,,,,,,,
965741,89,199901,158,3,0,7041999,1516,0.53,2.931,18.775,Y,1.898,59.34945,-174.42155,N-27,117,119,6.8,1.1,366,44,15,2,0.016044042,0.013023233,69323,,,,,,,,,,,,,,,
965693,89,199901,159,3,0,7051999,648,0.54,3.032,19.178,Y,1.859,59.67795,-174.4532,O-27,112,114,6.1,0.7,366,44,15,2,0.016953156,0.013472004,69323,,,,,,,,,,,,,,,
965694,89,199901,160,3,0,7051999,858,0.54,3.043,18.437,Y,1.859,59.84212,-174.25915,PO2726,104,106,5.9,0.5,366,44,15,2,0.016357248,0.01352088,69323,1,123,2,,,,,,,,,,1564.476714,,1
965694,89,199901,160,3,0,7051999,858,0.54,3.043,18.437,Y,1.859,59.84212,-174.25915,PO2726,104,106,5.9,0.5,366,44,15,2,0.016357248,0.01352088,69323,1,111,2,,,,,,,,,,1137.222316,,1
965695,89,199901,161,3,0,7051999,1104,0.51,2.802,18.63,Y,1.961,60.00518,-174.55735,P-27,105,107,6.3,0.5,366,44,15,2,0.015219452,0.012450051,69323,,,,,,,,,,,,,,,
965712,89,199901,162,3,0,7051999,1333,0.54,2.947,18.86,Y,1.813,60.18728,-174.394,QP2726,98,100,6.5,0.3,320,44,15,2,0.016204658,0.013094326,69323,,,,,,,,,,,,,,,
965696,89,199901,163,3,0,7051999,1532,0.54,3.031,18.555,Y,2.002,60.34868,-174.69725,Q-27,99,101,7.1,0.5,320,44,15,2,0.01639702,0.013467561,69323,1,137,2,,,,,,,,,,2186.916096,,1
965696,89,199901,163,3,0,7051999,1532,0.54,3.031,18.555,Y,2.002,60.34868,-174.69725,Q-27,99,101,7.1,0.5,320,44,15,2,0.01639702,0.013467561,69323,1,128,3,,,,,,,,,,1770.671642,,1
965697,89,199901,164,3,0,7061999,651,0.53,2.875,19.449,Y,2.059,60.66035,-174.7461,R-27,94,96,6.9,0.1,320,44,15,2,0.016302461,0.01277441,69323,,,,,,,,,,,,,,,
965698,89,199901,165,3,0,7061999,907,0.54,3.001,20.326,Y,1.842,60.67968,-174.20345,R-26,85,87,6.9,-0.1,320,44,15,2,0.017784266,0.013334262,69323,,,,,,,,,,,,,,,
965738,89,199901,166,3,0,7061999,1216,0.53,3.038,19.789,Y,1.82,61.00687,-174.87505,S-27,90,92,6.6,-0.5,320,44,15,2,0.017527891,0.013498664,69323,,,,,,,,,,,,,,,
1011034,88,200001,144,3,0,7042000,937,0.51,2.792,18.733,Y,1.911,59.33031,-171.82774,N-23,78,80,7.7,0.9,274,44,15,2,0.01524898,0.012405618,69323,,,,,,,,,,,,,,,
1011035,88,200001,145,3,0,7042000,1156,0.53,2.87,18.357,Y,1.781,59.63599,-171.88975,O-23,75,77,7.5,0.3,274,44,15,2,0.015360369,0.012752194,69323,,,,,,,,,,,,,,,
1011036,88,200001,146,3,0,7042000,1537,0.53,2.938,17.808,Y,1.88,59.83161,-172.2512,PO2423,73,75,7.5,0,274,44,15,2,0.015254043,0.013054336,69323,1,133,4,,,,,53,,,,,1994.556459,,1
1011036,88,200001,146,3,0,7042000,1537,0.53,2.938,17.808,Y,1.88,59.83161,-172.2512,PO2423,73,75,7.5,0,274,44,15,2,0.015254043,0.013054336,69323,1,104,3,,,,,,,,,,928.8487342,,1
1011037,88,200001,147,3,1.2,7042000,1803,0.31,1.531,17.747,Y,2.009,59.99067,-171.98661,P-23,64,66,7.7,0.3,229,44,15,1,0.007921696,0.006802651,69323,1,91,2,,,,,33,,,,,613.4156496,,1
1011037,88,200001,147,3,1.2,7042000,1803,0.31,1.531,17.747,Y,2.009,59.99067,-171.98661,P-23,64,66,7.7,0.3,229,44,15,1,0.007921696,0.006802651,69323,1,129,1,,,,,,,,,,1814.008928,,1
1011037,88,200001,147,3,1.2,7042000,1803,0.31,1.531,17.747,Y,2.009,59.99067,-171.98661,P-23,64,66,7.7,0.3,229,44,15,1,0.007921696,0.006802651,69323,2,30,2,0,0,0,,,,,,,46.55703391,,1
1011037,88,200001,147,3,1.2,7042000,1803,0.31,1.531,17.747,Y,2.009,59.99067,-171.98661,P-23,64,66,7.7,0.3,229,44,15,1,0.007921696,0.006802651,69323,1,121,2,,,,,48,,,,,1486.780796,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,137,4,,,,,51,,,,,2186.916096,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,126,3,,,,,47,,,,,1686.113709,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,116,2,,,,,45,,,,,1304.06991,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,130,2,,,,,46,,,,,1858.059922,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,127,2,,,,,43,,,,,1728.041942,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,112,2,,,,,39,,,,,1169.359074,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,1,81,2,,,,,23,,,,,427.2363651,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,2,85,3,0,4,1,,,,,,,495.1092239,,1
1011038,88,200001,148,3,0,7052000,739,0.55,2.949,17.479,Y,2.032,60.16613,-172.34129,QP2423,56,58,3.1,1.8,229,44,15,2,0.015028284,0.013103212,69323,2,81,3,0,4,1,,,,,,,443.7936142,,1
1011039,88,200001,149,3,0,7052000,1016,0.53,2.918,16.549,Y,2.066,60.34626,-172.0638,Q-23,57,59,7.4,-0.1,229,44,15,2,0.014079106,0.012965471,69323,1,102,1,,,,,,,,,,874.4637473,,1
1011039,88,200001,149,3,0,7052000,1016,0.53,2.918,16.549,Y,2.066,60.34626,-172.0638,Q-23,57,59,7.4,-0.1,229,44,15,2,0.014079106,0.012965471,69323,1,181,3,,,,,,,,,,5195.98349,,1
1011039,88,200001,149,3,0,7052000,1016,0.53,2.918,16.549,Y,2.066,60.34626,-172.0638,Q-23,57,59,7.4,-0.1,229,44,15,2,0.014079106,0.012965471,69323,1,129,1,,,,,,,,,,1814.008928,,1
1011040,88,200001,150,3,0,7052000,1259,0.5,2.74,18.828,Y,1.839,60.66404,-172.10555,R-23,59,61,7.8,-1.2,229,44,15,1,0.015040864,0.012174568,69323,1,88,1,,,,,25,,,,,552.73709,,1
1011041,88,200001,151,3,0,7052000,1524,0.5,2.812,17.891,Y,1.978,60.66393,-171.43676,R-22,61,63,7.8,-1,229,44,15,1,0.014667901,0.012494484,69323,,,,,,,,,,,,,,,
1011042,88,200001,152,3,0,7052000,1811,0.51,2.811,19.111,Y,1.815,61.00052,-171.5111,S-22,58,60,8.2,-1.3,229,44,15,1,0.015662544,0.012490041,69323,,,,,,,,,,,,,,,
1011043,88,200001,153,3,0,7062000,740,0.49,2.694,19.265,Y,1.852,60.99943,-172.177,S-23,62,64,7.9,-1.1,229,44,15,1,0.015131593,0.011970178,69323,,,,,,,,,,,,,,,
1011044,88,200001,154,3,0,7062000,959,0.5,2.803,19.729,Y,2.215,60.99943,-172.82995,S-24,65,67,7.7,-0.6,229,44,15,1,0.016123013,0.012454494,69323,,,,,,,,,,,,,,,
1011065,88,200001,175,3,0,7102000,1614,0.49,2.76,19.003,Y,1.764,61.00095,-175.5547,S-28,100,102,8.1,0.4,320,44,15,1,0.015291472,0.012263434,69323,,,,,,,,,,,,,,,
1011069,88,200001,179,3,0,7122000,737,0.49,2.726,19.596,Y,1.844,61.0053,-174.88765,S-27,89,91,7.4,0.1,320,44,15,1,0.0155744,0.012112362,69323,,,,,,,,,,,,,,,
1011070,88,200001,180,3,0,7122000,1031,0.49,2.727,19.438,Y,2.001,60.66594,-174.8265,R-27,94,96,8.2,1.2,320,44,15,1,0.015454493,0.012116806,69323,,,,,,,,,,,,,,,
1011076,88,200001,181,3,0,7122000,1308,0.5,2.74,18.8,Y,1.9,60.3241,-174.71925,Q-27,99,99,7.7,1.4,320,44,15,2,0.015018496,0.012174568,69323,,,,,,,,,,,,,,,
1011071,88,200001,182,3,0,7122000,1514,0.48,2.599,18.967,Y,2.08,60.16935,-174.3509,QP2726,97,99,7.8,1.6,320,44,15,2,0.01437219,0.011548067,69323,,,,,,,,,,,,,,,
1011072,88,200001,183,3,0,7122000,1718,0.5,2.719,19.146,Y,,59.99979,-174.61845,P-27,105,105,9,1.9,366,44,15,2,0.015177677,0.012081259,69323,1,107,3,,,,,40,,,,,1014.658171,,1
1011073,88,200001,184,3,0,7122000,1945,0.5,2.739,19.27,Y,,59.83971,-174.2289,PO2726,104,104,8.2,1.9,366,44,15,2,0.01538834,0.012170125,69323,,,,,,,,,,,,,,,
1011074,88,200001,185,3,0,7132000,735,0.5,2.901,19.015,Y,1.915,59.67166,-174.4493,O-27,112,114,8.7,1.9,366,44,15,1,0.016082816,0.012889935,69323,,,,,,,,,,,,,,,
1011075,88,200001,186,3,0,7132000,1014,0.5,2.77,19.049,Y,2.361,59.32992,-174.44516,N-27,118,120,8.9,2.2,366,44,15,2,0.015384025,0.012307866,69323,,,,,,,,,,,,,,,
1010793,89,200001,117,3,0,6262000,624,0.51,2.892,16.954,Y,2.411,60.32419,-171.3694,Q-22,64,66,5.4,-0.4,229,44,15,1,0.014295143,0.012849946,69323,,,,,,,,,,,,,,,
1010794,89,200001,118,3,0,6262000,857,0.51,2.812,16.855,Y,2.401,59.99881,-171.30435,P-22,66,68,6.4,-0.5,229,44,15,1,0.013818538,0.012494484,69323,,,,,,,,,,,,,,,
1010795,89,200001,119,3,0,6262000,1125,0.5,2.72,16.352,Y,2.452,59.66401,-171.25351,O-22,69,71,7.1,0.1,229,44,15,2,0.012967547,0.012085703,69323,,,,,,,,,,,,,,,
1010796,89,200001,120,3,0,6262000,1417,0.51,2.81,16.425,Y,2.365,59.33388,-171.18705,N-22,72,74,8.2,1.2,274,44,15,2,0.013456426,0.012485597,69323,,,,,,,,,,,,,,,
1010821,89,200001,131,3,0,7042000,704,0.5,2.831,17.252,Y,2.336,59.00393,-172.4371,M-24,95,97,8.1,1.9,320,44,15,2,0.014239586,0.012578906,69323,,,,,,,,,,,,,,,
1010822,89,200001,132,3,0,7042000,926,0.52,2.858,17.019,Y,2.229,59.33658,-172.49845,N-24,85,87,7.9,1.5,320,44,15,2,0.014181243,0.012698874,69323,,,,,,,,,,,,,,,
1010823,89,200001,133,3,0,7042000,1136,0.51,2.797,16.671,Y,2.251,59.50202,-172.88235,ON2524,91,93,7.8,1.3,320,44,15,1,0.013594779,0.012427835,69323,,,,,,,,,,,,,,,
1010824,89,200001,134,3,0,7042000,1416,0.51,2.806,18.059,Y,1.794,59.66418,-172.56675,O-24,81,83,7.7,0.6,274,44,15,1,0.014774044,0.012467824,69323,1,121,2,,,,,,,,,,1486.780796,2130,1
1010825,89,200001,135,3,2.3,7042000,1641,0.48,2.681,16.71,Y,2.531,59.83612,-172.9097,PO2524,76,79,8.4,0,274,44,15,1,0.013061447,0.011912415,69323,1,113,2,,,,,45,,,,,1202.106173,1360,1
1010826,89,200001,136,3,1.12,7052000,634,0.37,2.025,16.421,Y,2.542,59.99169,-172.6389,P-24,64,67,7.9,0.3,229,44,15,1,0.009694885,0.008997628,69323,1,103,1,,,,,,,,,,901.3781008,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,98,2,,,,,,,,,,772.2496996,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,101,2,,,,,,,,,,848.0996974,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,2,88,2,0,0,0,,,,,,,535.6680231,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,2,63,2,0,0,0,,,,,,,250.8551973,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,155,3,,,,,,,,,,3209.300441,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,139,3,,,,,,,,,,2287.648513,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,132,3,,,,,,,,,,1948.327552,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,122,3,,,,,,,,,,1525.293277,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,135,3,,,,,,,,,,2089.235172,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,141,3,,,,,,,,,,2391.481782,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,133,2,,,,,,,,,,1994.556459,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,148,2,,,,,,,,,,2780.031829,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,144,2,,,,,,,,,,2553.153942,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,122,2,,,,,,,,,,1525.293277,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,82,2,,,,,,,,,,443.8392843,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,111,2,,,,,,,,,,1137.222316,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,100,2,,,,,,,,,,822.2799809,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,1,103,2,,,,,,,,,,901.3781008,,1
1010816,89,200001,137,3,0,7052000,904,0.52,2.856,15.969,Y,2.51,60.17791,-173.03915,QP2524,57,60,6.8,1.1,229,44,15,2,0.013297009,0.012689988,69323,2,78,2,0,0,0,,,,,,,407.356644,,1
1010827,89,200001,138,3,1.11,7052000,1140,0.5,2.757,15.965,Y,2.483,60.29961,-173.3828,Q-25,60,62,7.7,0.6,229,44,15,2,0.012832868,0.012250104,69323,1,123,2,,,,,,,,,,1564.476714,,1
1010827,89,200001,138,3,1.11,7052000,1140,0.5,2.757,15.965,Y,2.483,60.29961,-173.3828,Q-25,60,62,7.7,0.6,229,44,15,2,0.012832868,0.012250104,69323,1,90,2,,,,,,,,,,592.7123334,,1
1010827,89,200001,138,3,1.11,7052000,1140,0.5,2.757,15.965,Y,2.483,60.29961,-173.3828,Q-25,60,62,7.7,0.6,229,44,15,2,0.012832868,0.012250104,69323,1,136,1,,,,,,,,,,2137.69728,,1
1010827,89,200001,138,3,1.11,7052000,1140,0.5,2.757,15.965,Y,2.483,60.29961,-173.3828,Q-25,60,62,7.7,0.6,229,44,15,2,0.012832868,0.012250104,69323,1,142,2,,,,,,,,,,2444.576681,2560,1
