year,station,_NAME_,_10210,_10285,_21725,_21735,_23055,_43000,_69010,_80200,_81742,_10220,_21313,_68577,_68580,_69322,_80020,_80595,_82510,_83020,_98000,_21740,_71882,_71884,_68781,_75284,_81095,_20322,_21720,_10120,_10260
1991,81,cpue,60.964441335,24.385776534,2.2235527701,655.01955065,,,698.24443911,945.40088164,5382.0728281,,,14.416441037,4.4226708944,83.126665099,48.771553068,363.53866059,,145.1906655,1243.55243,206.15510683,4.4226708944,465.50443762,,,,,,,24.385776534
1991,82,cpue,3.4417943977,149.23721738,,1463.5977603,,,813.88314582,137.74769784,344.38189827,86.095474567,,28.698491522,3.4417943977,43.629805454,,120.53872586,57.396983045,149.23721738,1395.8753941,629.06384812,22.953731755,573.96983045,,,,,332.89237873,,4.5806234264
1991,103,cpue,323.74059936,138.73868848,1.1470220433,976.98239769,52.023822006,69.382088928,23.118866516,,1387.4123741,115.61982196,,,,72.848644436,23.118866516,,2.3195334653,,,3.4665555085,,52.023822006,3.4665555085,2.3195334653,,,,79.781755453,
1991,104,cpue,84.882862249,16.966592101,3.3933184203,520.59991794,79.219014592,22.630439759,203.72385957,215.02660402,1991.8779127,198.06001191,1.1227891832,,,486.64178286,,16.966592101,4.5161076035,,1.1227891832,418.75046359,,135.80758942,,11.327695315,,,,,
1991,105,cpue,151.4000756,232.91529351,4.6470092732,791.89145868,46.572789069,,173.53113634,81.515217913,2282.5287979,58.228823378,,,1.1553337972,38.43410432,69.884857688,93.171252222,47.753796951,128.11368107,9.3196926307,2.3363416788,,,,,,,197.97286467,,11.656034309
1991,106,cpue,36.20371344,48.654197938,24.900968996,1487.1217977,2.2705292371,,97.333346747,414.20940511,3388.4779514,97.333346747,2.2705292371,4.5161076035,6.7866368406,265.95133119,292.00004024,169.74077363,29.417076599,268.22186043,243.32089143,2876.9102486,4.5161076035,4.5161076035,,,,,268.22186043,,48.654197938
1991,107,cpue,1.0995590622,5.5466646024,1.0995590622,969.78665818,,,52.0946649,254.9266599,515.37554976,33.255552969,,16.615559161,2.2235527701,79.803553267,,121.92888267,11.093329205,155.16000099,207.25466589,1859.7941977,7.7702173726,31.032000199,,,,,,,
1991,125,cpue,448.81900134,131.30791288,,1663.9248849,22.532766228,14.690585844,616.37809517,673.2177001,6729.1956763,1289.5957953,,,14.690585844,38.217126997,149.93039082,,486.04235341,30.374946613,,,10.780297553,10.780297553,486.04235341,18.622477938,,,,146.99227365,
1991,126,cpue,166.95514753,5.3539023965,,1302.6320099,64.286195687,34.820049042,416.95483259,141.07139145,3496.314783,269.62409936,6.2593417723,,,,205.35758714,,115.16795192,32.143097844,,,,278.56039233,211.59724545,14.290195367,,,,,
1991,127,cpue,124.7760501,84.856516609,,678.76410744,174.68647014,,129.77149337,379.32359357,2720.0738794,24.955210019,2.0025785818,,,,29.950653295,,59.90130659,,,,2.0025785818,44.914976763,109.81172663,3.9831508056,,,,,
1991,128,cpue,472.68103684,152.30370269,1.0420657779,1060.8924329,105.04023041,31.516700526,31.516700526,451.65446514,2400.1322136,126.04364509,1.0420657779,,,,115.55351626,,31.516700526,8.4059972747,,,3.1493543509,89.293458654,94.526944561,15.746771754,,,,87.186170081,
1991,129,cpue,638.58895043,170.27630854,,1117.5071995,58.542013203,69.171084137,143.66843561,329.92354615,1330.370183,415.07343229,,,2.1351996799,,21.281605601,,12.764270614,,,21.281605601,1.0558679736,127.71309734,,6.382135307,,21.281605601,,237.33565673,
1991,130,cpue,135.53132617,67.765663084,0.9604582169,561.50521714,43.562116017,7.7476962833,2.9027181668,271.08399585,1611.9263537,300.11117752,,,2.9027181668,40.659397851,125.86271345,,3.8631763837,,,14.513590834,,,19.35856895,4.8449781166,,,,,
1991,131,cpue,50.301294874,174.90967748,40.443494394,1577.5614056,325.7894599,,100.57848755,89.636087991,2053.1460488,650.49432073,,,19.667396558,1339.2388355,9.8336982792,,,,,180.38087726,,,,,,,,179.29627818,
1991,132,cpue,50.222360164,70.30687545,15.05785049,482.11694246,35.164509674,,20.084515286,30.137844878,1386.1194254,20.084515286,,5.026664796,2.0150946979,205.91610545,110.49804992,50.222360164,8.038234894,140.6137509,2.0150946979,301.33416098,,,,,,,,,5.026664796
1991,133,cpue,10.795521709,19.403404658,4.3039414745,1197.232869,1.0700406981,,21.567264737,43.134529473,1499.2221327,129.4273671,,26.965025591,2.1638600783,24.801165513,97.064580656,97.088359338,21.567264737,107.86010237,14.029422486,75.497315919,,,,,,,1.0700406981,,
1991,134,cpue,,53.171406315,2.3706996446,1234.8479468,,,473.85336084,271.79680651,5565.7254228,236.34051842,2.3706996446,47.257683026,15.370470223,94.541417696,106.34281263,236.34051842,47.257683026,183.1691121,168.97096588,933.5346271,,54.36978196,,,,,271.79680651,96.886065696,2.3706996446
1991,152,cpue,286.09915931,42.62364809,,1862.7715223,60.875588078,,109.5653221,426.12911654,1838.3998142,24.344867013,6.0929270254,,20.694479016,468.72592354,109.5653221,12.185854051,249.59527934,,,,24.344867013,,73.061442128,6.0929270254,,,,,
1991,153,cpue,373.89745443,65.606192932,,1937.2626632,97.300588121,,130.10368459,1530.5621123,3369.4154861,212.09937465,29.525197039,,6.5557988528,364.06375615,781.68260439,,635.18942267,19.667396558,,,65.606192932,260.18326697,65.606192932,26.247297613,,,,,
1991,154,cpue,146.58063363,65.162907844,,1140.1593725,54.29444342,,48.860211209,1639.6538883,2464.9150647,32.581453922,3.2557514573,,20.635718796,1970.8547811,282.31674218,2.1784807545,97.720422417,16.278757287,,,,,141.17034076,,,,,26.069951007,
1991,155,cpue,96.62587902,66.106542434,,793.36820601,147.48396526,2.0406022258,15.248456192,55.948379706,422.11314613,50.858086242,12.198764954,2.0406022258,,23.388440895,35.609630049,2.0406022258,10.180586929,10.180586929,,,,,78.327731589,,,20.338749657,,31.528425598,
1991,156,cpue,262.37656732,65.606192932,1.0845990749,530.22433442,98.385187196,43.72139382,10.942399556,38.274296244,973.00588121,54.663793376,32.803096466,,2.1933003515,,142.13068322,120.26998631,1.0845990749,,,2.1933003515,,,196.79447659,,,,,36.080995892,
1991,157,cpue,518.07397058,179.73852187,,533.92433951,47.574416177,,3.1700737874,105.73128456,1126.0288568,158.59692683,8.4612998884,,,80.347384891,74.007237316,,2.1211523136,,,,,,158.59692683,,,,,,
1991,158,cpue,115.55351626,63.033401052,12.597417403,724.76832701,117.63764781,,2.107288573,236.34051842,1144.9292486,126.04364509,,,2.107288573,341.38074883,31.516700526,,,,,97.676298911,,,52.520115204,,,,,18.896126105,
1991,159,cpue,24.955210019,39.919533488,27.948074713,568.97438717,34.94609657,,2.9928646937,7.9883079692,1127.9578878,14.964323468,,,17.957188162,274.50731021,129.77149337,34.94609657,,69.870186783,,,,,,,,,,,9.990886551
1991,160,cpue,22.472184935,67.441331195,1.1149375106,1135.0807149,1.1149375106,,11.248480662,,539.43154401,,3.3695889209,16.847944604,3.3695889209,101.1372204,84.2892758,53.938199123,2.2546514103,303.4364376,,2.2546514103,,,,,,,,,
1991,161,cpue,3.0887898441,216.32884754,1.0220260514,2080.9813107,2.0667637928,,300.81633445,113.33133325,4635.8420339,123.61972883,1.0220260514,92.709118704,13.399897118,82.42072312,262.70611858,659.32036158,72.109615846,154.53033897,,473.87941248,3.0887898441,11.333133325,,,,,339.97128806,,15.443949221
1991,180,cpue,221.48440118,167.93023608,,679.91986444,25.755056494,,25.755056494,360.57079092,1437.1048984,133.93083611,15.443949221,,,15.443949221,113.33133325,,92.709118704,,,,8.244343481,123.61972883,133.93083611,6.1775796882,,,,,
1991,182,cpue,267.84015588,49.809525391,6.588780813,2009.3295147,117.47920506,619.34539642,27.246059022,201.12357029,5675.550929,,267.84015588,33.834839835,6.588780813,54.512837481,585.51055659,218.03063049,1808.2059444,167.28873045,,10.338998823,,,1105.2161828,,,,,52.627368758,
1991,183,cpue,265.97540659,224.6194113,,888.11792694,116.54683042,,,431.37866832,4583.4915884,41.355995292,,,,,216.1658812,,,,,25.381309736,,,249.04762696,,,,,403.17951522,
1991,184,cpue,192.85858706,182.1350355,8.5741172202,1274.9452485,53.570517508,,1.0629070934,482.13465757,862.46643576,381.41830543,,,10.723551565,187.49681128,85.717552045,,,,,101.77925923,,,,,,,,,8.5741172202
1991,185,cpue,59.684764027,41.321778622,2.7534355182,528.05224401,41.321778622,,3.6644987411,55.109202062,918.33148286,183.67034574,,,27.554601031,238.75930196,101.0267885,2.7534355182,,82.643557244,,64.28057184,,,,,,,,,
1991,186,cpue,6.2578079959,31.289039979,2.0705982339,1283.5868519,8.3284062298,,10.445017758,93.913133232,511.34573719,31.289039979,,4.1872097619,43.850669265,166.98224424,73.069111011,12.515615992,2.0705982339,532.23577271,,611.51667842,,,6.2578079959,,,,,,
1991,187,cpue,3.6503879976,18.251939988,1.2078489698,700.06926289,2.4425390278,2.4425390278,14.60155199,24.344867013,675.69755479,237.40942528,2.4425390278,12.185854051,40.181109062,92.521231086,97.406309142,51.132273055,3.6503879976,255.66136527,6.0929270254,127.84410318,,,,,,,182.62676423,,9.743315023
1991,203,cpue,1068.7137155,,,2720.4516552,87.49300056,6606.9123919,340.16963682,39.288195527,5830.1635082,,291.05939241,97.315049442,9.8220488818,5.3539023965,1166.0287649,184.80805,10299.648469,48.204805033,,,,,1457.0881574,,,29.466146645,,,
1996,78,cpue,81.137946062,27.045982021,,442.87795559,10.142243258,118.32617134,199.4641174,104.80318033,2454.4228684,185.94112639,,,16.903738763,,,,3.3807477526,16.903738763,,212.98710841,,10.142243258,,,,,,216.36785617,
1996,79,cpue,84.518693815,57.472711794,,2735.0249319,67.614955052,196.08336965,324.55178425,385.4052438,3728.9647711,429.35496458,,,3.3807477526,16.903738763,216.36785617,,20.284486516,67.614955052,3.3807477526,578.10786569,,354.97851402,,,,,,216.36785617,
1996,80,cpue,333.07350379,256.21038753,,2906.1578243,,10.98044518,552.68240739,234.24949717,9662.7917583,904.05665315,18.300741967,,21.96089036,43.92178072,,14.640593573,76.863116259,157.38638091,117.12474859,204.96831003,40.261632326,1412.8172798,,,,,,80.523264653,
1996,81,cpue,63.26827937,,,1518.4387049,,,622.13808047,1789.0863444,20231.789781,,,,7.0298088189,,,959.56890378,270.64763953,404.21400709,2281.1729617,24.604330866,,857.63667591,,,,,,688.92126425,
1996,82,cpue,,,,505.1576681,,65.739696533,5248.7957706,2075.9904168,3916.7019198,,,117.63945695,72.659664589,,,1006.8553522,446.33793962,384.05822711,3501.5038364,,238.73889794,6227.9712505,,,34.59984028,,93.419568757,539.75750838,
1996,103,cpue,48.821191955,,,1060.117311,17.436139984,174.36139984,359.18448367,265.02932775,2144.645218,,,,6.9744559935,,,,6.9744559935,,17.436139984,156.92525985,17.436139984,265.02932775,,,,,,,
1996,104,cpue,23.665234268,240.03309043,,4110.9892672,64.234207299,223.12935167,175.79888314,622.05758648,1791.7963089,145.37215336,,,,20.284486516,,13.52299101,6.7614955052,27.045982021,,206.22561291,,175.79888314,,,,,,,
1996,105,cpue,138.20304997,358.07153856,,1950.5475916,15.704892042,0.3140978408,59.67858976,653.32350896,2101.3145552,166.47185565,25.127827268,,15.704892042,109.9342443,75.383481803,12.563913634,138.20304997,91.088373845,986.26722025,106.79326589,,,,,0.3140978408,,,,
1996,106,cpue,147.6259852,,,550.24230846,,16.775680136,271.7660182,234.8595219,12048.293474,657.60666133,26.841088218,43.616768354,83.87840068,620.70016503,,721.35424585,298.60710642,171.11193739,1466.1944439,248.28006601,,,,,,,,2076.8292008,298.60710642
1996,107,cpue,,,,195.28476782,,104.6168399,2109.772938,557.95647948,2050.4900621,,45.333963958,,59.282875945,247.59318777,,1206.5808869,254.56764376,812.52412325,2772.3462574,73.231787932,,59.282875945,,,20.923367981,,,,
1996,123,cpue,109.24322905,62.002913783,,62.002913783,11.810078816,11.810078816,47.240315263,245.05913543,2911.1844281,,17.715118224,,23.620157631,118.10078816,73.812992598,,221.4389778,23.620157631,,,73.812992598,50.192834967,109.24322905,,,,,,
1996,124,cpue,172.7895054,70.457856571,,102.33164883,6.7102720544,70.457856571,169.43436937,152.65868924,3346.7481871,140.91571314,38.584064313,,6.7102720544,62.070016503,75.490560612,,268.41088218,,,,137.56057712,46.971904381,105.68678486,,,33.551360272,,,
1996,125,cpue,298.68513284,233.94549814,,534.10198631,,519.38843297,257.48718348,489.96132628,3120.7446638,197.16161478,67.682345373,,,69.153700707,207.46110212,79.60032358,172.1485741,7.3567766709,27.95575135,,132.42198008,210.40381279,654.75312371,,,,,,
1996,126,cpue,145.66417808,50.026081362,,333.99766086,,4.4140660026,333.99766086,257.48718348,2046.6552699,,8.8281320051,,,18.391941677,411.97949357,1.4713553342,175.09128477,20.598974679,,,8.8281320051,363.42476754,172.1485741,,,,,,
1996,127,cpue,365.29349622,35.55954388,,410.55109752,,,740.28504986,442.87795559,1942.8441701,,12.930743229,,,35.55954388,,,135.7728039,,,,,307.10515169,119.60937487,,,,,,
1996,128,cpue,1090.1611215,119.23637266,,218.03222429,,30.660781541,756.29927801,476.94549064,4524.168654,,30.660781541,,,74.9485771,109.01611215,,98.795851632,40.881042054,20.440521027,,20.440521027,892.56941819,,20.440521027,,,,,
1996,129,cpue,1690.4214925,130.99207137,,564.51345044,,976.2028176,374.26306106,714.21867486,4204.2217193,4241.6480254,,,,,74.852612212,,,,,112.27891832,,449.11567327,,37.426306106,,,,,
1996,130,cpue,621.02811066,141.52115122,,1734.8828185,73.258007692,78.252871852,16.649547203,1097.2051607,4442.0991937,601.04865402,,,8.3247736013,48.283686888,151.51087954,0.166495472,6.6598188811,0.166495472,3.3299094405,,,,54.943505769,,,,,138.19124178,
1996,131,cpue,183.67419088,66.946667706,,932.10360421,15.449231009,65.401744605,24.032137125,145.90940397,3297.5525298,348.46598831,,,10.299487339,90.120514219,113.29436073,,,12.016068563,15.449231009,345.03282587,,,,,,,,,
1996,132,cpue,219.74860392,179.17963089,,1972.6663136,20.284486516,,55.782337918,240.03309043,3777.9856135,351.59776627,13.52299101,,10.142243258,47.330468536,248.48495982,43.949720784,86.209067691,354.97851402,18.594112639,177.48925701,,,,12.001654522,1.6903738763,69.305328928,,331.31327975,
1996,133,cpue,109.81933045,84.614893954,,2196.386609,34.20602096,5.4009506779,34.20602096,426.67510356,6697.1788406,,36.006337853,10.801901356,12.602218249,130.52297472,241.24246361,133.22345006,10.801901356,653.51503203,16.202852034,198.03485819,,16.202852034,,,,,,225.03961158,
1996,134,cpue,117.49823312,43.383962997,,446.49328584,,50.614623496,793.56498981,663.41310082,8309.836579,484.45425346,25.307311748,43.383962997,56.037618871,54.229953746,338.03337835,168.11285661,74.114270119,757.41168732,262.1114431,50.614623496,,,,,,,,1062.9070934,
1996,135,cpue,,,,177.774954,,286.93501348,1787.1061166,305.64816653,177.774954,1001.1536883,196.48810706,99.80348295,71.73375337,,,1581.261433,770.35813402,1216.3549485,1631.1631745,230.79555432,464.70996749,2039.7336828,,,,,,,
1996,150,cpue,25.307311748,243.58287557,,72.758521276,,243.58287557,107.55607493,218.27556383,2995.7530282,31.634139685,34.797553654,,,39.542674606,,,151.84387049,6.326827937,,,85.41217715,,72.758521276,,,,,,
1996,151,cpue,13.369900546,,,259.04182308,6.6849502731,30.082276229,758.74185599,421.1518672,6195.2776656,46.794651911,11.698662978,,,93.589303823,456.24785614,,409.45320423,28.411038661,11.698662978,6.6849502731,233.97325956,71.863215435,132.02776789,,,,,,
1996,152,cpue,39.513274848,24.69579678,,684.89676404,8.23193226,27.988569684,390.19358913,553.18584787,5159.7751406,,1.646386452,,,11.524705164,398.42552139,,1187.0446319,29.634956136,8.23193226,,110.30789228,148.17478068,390.19358913,,,,,,
1996,153,cpue,135.41232455,52.571843649,,579.88336631,17.523947883,19.117034054,49.385671307,2096.5014013,2101.2806598,47.792585136,54.16492982,,,,318.61723424,6.3723446848,369.59599172,28.675551081,0.1593086171,,9.5585170271,11.151603198,97.178256442,4.7792585136,9.5585170271,,,,
1996,154,cpue,318.31853058,41.519808337,,235.27891391,,,373.67827503,722.44466506,2972.8182769,359.83833892,22.14389778,,,121.79143779,528.68555949,13.839936112,262.95878613,13.839936112,41.519808337,,83.039616673,221.4389778,83.039616673,,,,,,
1996,155,cpue,155.00728446,22.14389778,,822.48763181,,6.326827937,110.7194889,667.48034735,1724.0606128,854.1217715,,,,85.41217715,404.91698797,0.3163413969,249.90970351,53.778037465,117.04631683,,,132.86338668,53.778037465,,,63.26827937,,,
1996,156,cpue,76.920908076,23.309366084,,687.62629947,18.647492867,37.528079395,118.87776703,111.8849572,645.66944052,72.259034859,18.647492867,,,48.949668776,65.266225034,,4.6618732167,4.6618732167,,0.2330936608,,,125.87057685,,,,,,
1996,157,cpue,694.28611835,259.73293636,,998.97283216,86.577645454,1.6649547203,13.319637762,48.283686888,504.48128024,149.84592482,13.319637762,0.166495472,,9.1572509615,74.922962412,,3.4964049126,1.6649547203,,0.166495472,,,116.54683042,,,,,,
1996,158,cpue,487.00232755,9.8054159909,,2238.9033179,101.32263191,47.392843956,8.1711799924,614.47273543,5111.8902033,942.95417113,13.073887988,,9.8054159909,,196.10831982,,9.8054159909,,19.610831982,168.32630784,,,57.198259947,13.073887988,,,,,
1996,159,cpue,131.84916235,94.660937073,,2319.1929583,148.75290111,52.401590165,20.284486516,187.63150027,5431.1712645,,,,11.832617134,24.510421206,589.94048283,5.0711216289,3.3807477526,87.899441568,20.284486516,312.71916712,,,,,,,,1825.6037864,
1996,160,cpue,140.04046027,381.61025422,,2426.2009741,36.76062082,10.50303452,15.75455178,255.57383998,4729.8665455,469.13554189,7.0020230133,24.507080547,1.7505057533,82.273770406,1017.0438427,68.26972438,,264.32636875,,113.95792454,,,,,8.7525287666,,,553.15981805,
1996,161,cpue,87.858379854,168.54464707,,3116.2829426,55.583872969,21.516337923,363.98471654,306.60781541,3204.1413224,188.26795683,60.96295745,50.204788488,51.997816648,195.44006947,805.06964397,417.77556135,215.16337923,405.22436422,152.40739362,118.33985858,,,,,5.3790844809,,,1543.797246,
1996,176,cpue,164.49752636,287.87067113,,699.11448704,,227.76580573,534.61696068,,9550.3467709,,63.26827937,,,7.9085349213,,,186.64142414,,,,2059.3824935,,205.62190795,,,,,,
1996,179,cpue,166.07923335,,,1051.8351445,27.679872224,110.7194889,401.35814725,387.51821114,4484.1393004,830.39616673,13.839936112,,,11.07194889,1328.6338668,13.839936112,442.87795559,,,,304.47859447,664.31693339,110.7194889,2.7679872224,,193.75910557,,,
1996,180,cpue,870.12492451,132.86338668,,1029.0399556,65.129111116,39.07746667,343.88170669,263.12160891,5069.6500093,976.93666674,65.129111116,,,65.129111116,1029.0399556,,659.1066045,26.051644446,,,26.051644446,687.76341339,250.09578669,5.2103288893,,,,,
1996,181,cpue,476.94549064,367.92937849,,1100.381382,,17.033767523,149.8971542,146.4904007,5311.1287136,109.01611215,238.47274532,,,,476.94549064,,221.4389778,221.4389778,,,,,367.92937849,3.4067535045,,,,,
1996,182,cpue,1004.8748096,613.92047637,,1823.4354447,30.543307282,51.92362238,27.488976554,390.95433321,7348.7197321,,119.1188984,,,,,,6.1086614564,522.29055452,,,,,131.33622131,27.488976554,,,,,
1996,183,cpue,42.748837412,160.73562867,,750.66958496,,639.52260769,244.52335,1017.4223304,5384.6435604,,,47.878697902,29.06920944,403.54902517,259.91293147,6.839813986,391.5793507,1627.8757287,85.497674824,46.168744405,,,331.73097832,,29.06920944,,,379.60967622,
1996,184,cpue,361.14985406,,,633.94500376,33.133014134,13.253205654,4.4177352179,474.90653592,4422.1529531,500.30851342,,,32.028580329,355.62768504,219.78232709,,7.8414800117,38.655183156,,,,,134.74092414,,2.2088676089,,,726.71744334,
1996,185,cpue,95.280516342,3.5289080127,,2696.0857217,12.351178044,3.5289080127,24.702356089,578.74091408,3472.4454845,160.56531458,1.7644540063,,24.702356089,141.15632051,59.991436215,14.115632051,,134.09850448,8.8222700317,40.758887546,,,,,,,,993.38760557,
1996,186,cpue,74.702305762,122.72521661,,2353.1226315,23.12214226,3.5572526553,14.229010621,608.29020406,4882.3292695,2120.1225826,,12.450384294,33.793900226,546.0382826,707.89327841,55.137416158,14.229010621,611.84745672,,110.27483232,,,24.900768587,,,,,1369.5422723,
1996,187,cpue,,141.45151433,,1816.9783805,37.046825182,5.0518397976,13.471572794,1252.8562698,4314.2711872,84.19732996,1.6839465992,11.787626194,11.956020854,200.38964531,825.13383361,156.60703373,10.103679595,325.00169365,,122.92810174,,,,,20.20735919,,,2108.3011422,
1996,202,cpue,331.33832233,147.6259852,,1138.3603747,111.53963326,55.76981663,91.856168567,1138.3603747,7975.0837781,587.22336334,,,,14.76259852,367.42467427,,183.71233713,147.6259852,,,,,164.02887244,19.683464693,,78.733858772,,,
1996,203,cpue,411.24381591,243.58287557,,465.02185337,,1901.2117951,18.980483811,357.46577844,5558.1183427,718.09497085,6.326827937,,,11.07194889,411.24381591,,18.980483811,395.42674606,,,,,34.797553654,15.817069843,34.797553654,,,,
1999,103,cpue,135.0534425,24.009500889,,444.17576645,28.511282306,88.535034529,34.513657528,540.21377001,2588.5243146,,,,,472.68704876,,,,,,8.2532659306,,36.014251334,9.0035628334,,,,,,
1999,104,cpue,80.538646365,1.8950269733,10.422648353,829.07430082,,15.160215786,4.7375674332,265.30377626,2596.1869534,,,,,251.09107396,,,0.9475134866,,,125.07178024,4.7375674332,4.7375674332,,,,,,,
1999,105,cpue,208.01843369,89.150757294,9.9056396994,1030.1865287,3.9622558797,2.9716919098,25.754663218,534.90454376,2872.6355128,841.97937444,1.9811279399,5.9433838196,41.603686737,,,0.9905639699,45.565942617,7.9245117595,,217.92407339,,,,,,,,,41.603686737
1999,106,cpue,394.94124634,674.69129583,3.2911770529,411.39713161,52.658832846,3.2911770529,19.747062317,42.785301687,5825.3833835,82.279426321,,13.164708211,32.911770529,559.50009898,,260.00298718,32.911770529,115.19119685,615.45010888,510.13244319,,,,,,,,,95.444134533
1999,107,cpue,124.87071841,,3.0456272782,27.410645504,54.821291007,6.0912545564,88.323191067,499.48287362,6471.9579661,545.1672828,3.0456272782,38.070340977,76.140681955,,,201.01140036,9.1368818346,88.323191067,639.58172842,338.06462788,,,,,,,,,
1999,123,cpue,34.84680441,73.565475977,,15.487468627,19.359335783,,,,5904.5974139,,1.9359335783,,,,96.796678916,,30.974937253,,,,,,,,,,,,
1999,124,cpue,29.185471969,5.8370943938,,,,77.82792525,,,3171.4879539,,44.751057019,,,,330.76868231,,52.533849544,19.456981313,35.022566363,,,,131.33462386,,,,,,
1999,125,cpue,191.38654509,208.78532192,20.878532192,20.878532192,10.439266096,41.757064384,114.83192706,,1826.8715668,24.358287557,24.358287557,,,591.55841211,1009.129056,,34.797553654,8.6993884134,226.18409875,,27.838042923,,264.46140777,,,,,,
1999,126,cpue,555.88819253,158.82519787,,370.59212836,52.941732622,,7.9412598933,,5426.5275938,344.12126204,,,,,873.53858827,,74.118425671,79.412598933,116.47181177,,10.588346524,195.8844107,402.35716793,,,,,,
1999,127,cpue,328.84639946,751.64891305,31.318704711,861.26437954,,,31.318704711,,16990.397305,438.46186595,,,15.659352355,,2348.9028533,,297.52769475,23.489028533,438.46186595,,,313.18704711,469.78057066,,,,,,
1999,128,cpue,803.8234894,175.37967041,73.074862672,233.83956055,,,,,19364.838608,2922.9945069,,,,2557.6201935,3653.7431336,,14.614972534,182.68715668,438.44917603,,,526.13901124,219.22458802,,,,,,
1999,129,cpue,376.44626225,,6.7222546831,188.22313113,,376.44626225,,416.77979035,1546.1185771,3589.6840008,,,,1640.2301427,,,,67.222546831,67.222546831,,,,94.111565563,,,,,,
1999,130,cpue,213.31712575,255.9805509,4.266342515,153.58833054,4.266342515,,12.799027545,,1749.2004311,554.62452695,,,25.59805509,383.97082635,,,8.5326850299,102.39222036,34.13074012,,,,,,,,,,
1999,131,cpue,440.66218095,500.21112433,11.909788674,369.20344891,64.312858842,,1.1909788674,,2262.8598481,69.076774312,,,45.257196963,,166.73704144,,,107.18809807,9.5278309395,,,,35.729366023,,,,,,
1999,132,cpue,238.0390709,196.38223349,35.705860635,1184.2443777,71.411721269,,29.754883862,,6843.6232883,1285.4109828,,,,255.89200121,1011.6660513,92.240139973,,235.06358251,62.485256111,,,,,,,,,,
1999,133,cpue,311.21153636,389.01442045,,93.363460908,,,93.363460908,,24360.083009,,,46.681730454,108.92403773,,902.51345545,,,7.780288409,,,,,,,,,,,
1999,134,cpue,109.56506769,73.043378458,18.260844614,438.26027075,,,584.34702766,,9358.6828649,,54.782533843,264.78224691,739.56420688,,1360.4329238,9.1304223072,,798.91195188,2615.865991,,,,,,,,,,1068.2594099
1999,135,cpue,410.47225152,54.009506779,,,,28.084943525,261.40601281,118.82091491,1047.7844315,101.53787275,21.603802712,162.02852034,1041.3032907,,,473.12327939,97.217112203,378.06654746,1265.9828389,,,118.82091491,,,,,,,92.89635166
1999,150,cpue,338.29691885,153.77132675,12.30170614,313.69350657,1.5377132675,36.90511842,49.20682456,,5735.6704878,,15.377132675,,,959.53307892,58.433104165,,43.05597149,,6.15085307,,,46.131398025,92.26279605,,,,,,
1999,151,cpue,13.744779943,8.246867966,,57.728075762,4.3983295819,,24.740603898,263.89977491,1924.2691921,,5.4979119773,,,456.32669412,,,5.4979119773,1.0995823955,,7.6970767683,10.995823955,,,,,32.987471864,,,
1999,152,cpue,33.776423629,9.128763143,,39.253681515,,,28.299165743,342.32861786,1506.2459186,,17.344649972,,,3921.759566,,,106.80652877,,1.8257526286,,6.8465723573,,104.06789983,,,,,,
1999,153,cpue,35.361184685,2.1216710811,,69.307921983,0.7072236937,2.8288947748,4.5969540091,362.45214302,958.28810496,35.361184685,9.9011317118,,,799.16277388,,0.3536118469,19.09503973,,1.4144473874,,,3.5361184685,148.51697568,,,,,,
1999,154,cpue,65.422093136,27.259205473,,67.602829574,10.903682189,,1.0903682189,1068.5608546,4350.5691935,152.65155065,11.994050408,,,676.02829574,,1.0903682189,50.156938071,6.5422093136,8.7229457514,4.3614728757,,17.445891503,45.795465195,,,,,,
1999,155,cpue,88.061214863,24.690060242,,41.150100403,8.2300200807,1.6460040161,0.8230020081,123.45030121,3522.4485945,378.58092371,9.8760240968,0.8230020081,,469.1111446,,1.6460040161,11.522028113,189.29046186,,1.6460040161,13.168032129,14.814036145,139.91034137,,,,,,
1999,156,cpue,54.031110582,76.175008362,,110.7194889,9.743315023,,,239.15409602,1474.7835921,190.4375209,6.6431693339,,0.4428779556,225.86775735,,,,117.36265823,2.6572677335,1.7715118224,,,186.00874135,,,,,,
1999,157,cpue,151.31663483,164.60297349,19.929508002,25.834547409,11.07194889,,5.9050394079,297.46636017,1572.2167423,,5.9050394079,,,44.287795559,,0.369064963,,4.4287795559,,0.369064963,,,52.407224745,,,,,,24.358287557
1999,158,cpue,131.79916978,110.71130261,,632.63601494,26.359833956,52.719667911,7.9079501867,487.65692818,3888.0755085,632.63601494,,,13.179916978,131.79916978,,,,26.359833956,126.52720299,2.6359833956,,,,,,,,,
1999,159,cpue,101.20864875,44.531805452,5.6676843302,854.20099549,40.483459502,,0.80966919,165.98218396,870.39437929,133.59541636,10.120864875,2.4290075701,17.003052991,,,5.6676843302,2.4290075701,24.290075701,,6.4773535203,,,,,1.6193383801,,,,
1999,160,cpue,558.53750281,552.04288068,51.956977005,344.21497266,3.2473110628,,5.1956977005,,831.31163208,448.12892667,45.46235488,0.6494622126,45.46235488,,181.84941952,35.070959479,19.483866377,22.081715227,3.2473110628,,,,,,,,,,36.369883904
1999,161,cpue,350.25714115,162.79557265,12.332997928,103.59718259,5.9198390054,0.4933199171,19.732796685,,690.64788396,177.59517016,29.599195027,44.39879254,64.131589225,,286.12555193,54.265190883,21.706076353,49.331991712,87.810945247,,,,,,1.9732796685,,,,147.99597513
